text,tokens,ner_tags,spacy_ner_tags
Quels trajets de nuit desservent de SAINT-ÉTIENNE-DU-ROUVRAY à RODEZ sans correspondances ?,"['Quels', 'trajets', 'de', 'nuit', 'desservent', 'de', 'SAINT-ÉTIENNE-DU-ROUVRAY', 'à', 'RODEZ', 'sans', 'correspondances', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 36, 'end': 60, 'label': 'DEP'}, {'start': 63, 'end': 68, 'label': 'ARR'}]"
Y a-t-il un bus sans arrêt entre LES ABYMES et NANTERRE ?,"['Y', 'a', '-t', '-il', 'un', 'bus', 'sans', 'arrêt', 'entre', 'LES', 'ABYMES', 'et', 'NANTERRE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 33, 'end': 43, 'label': 'DEP'}, {'start': 47, 'end': 55, 'label': 'ARR'}]"
Quels trajets sont disponibles entre NARBONNE et POISSY le soir ?,"['Quels', 'trajets', 'sont', 'disponibles', 'entre', 'NARBONNE', 'et', 'POISSY', 'le', 'soir', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 37, 'end': 45, 'label': 'DEP'}, {'start': 49, 'end': 55, 'label': 'ARR'}]"
Peux-tu m’aider à trouver un transport direct de DIJON vers BIARRITZ ?,"['Peux', '-', 'tu', 'm’', 'aider', 'à', 'trouver', 'un', 'transport', 'direct', 'de', 'DIJON', 'vers', 'BIARRITZ', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 49, 'end': 54, 'label': 'DEP'}, {'start': 60, 'end': 68, 'label': 'ARR'}]"
Montre-moi un itinéraire de MONTGERON à MOUGINS sans correspondance.,"['Montre', '-moi', 'un', 'itinéraire', 'de', 'MONTGERON', 'à', 'MOUGINS', 'sans', 'correspondance', '.']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 28, 'end': 37, 'label': 'DEP'}, {'start': 40, 'end': 47, 'label': 'ARR'}]"
Quels sont les horaires de trains pour aller de VENCE à LE BLANC-MESNIL ?,"['Quels', 'sont', 'les', 'horaires', 'de', 'trains', 'pour', 'aller', 'de', 'VENCE', 'à', 'LE', 'BLANC-MESNIL', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[{'start': 48, 'end': 53, 'label': 'DEP'}, {'start': 56, 'end': 71, 'label': 'ARR'}]"
Puis-je rejoindre LISIEUX depuis CHAMPS-SUR-MARNE avec un bus rapide ?,"['Puis', '-je', 'rejoindre', 'LISIEUX', 'depuis', 'CHAMPS-SUR-MARNE', 'avec', 'un', 'bus', 'rapide', '?']","[0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 49, 'label': 'DEP'}, {'start': 18, 'end': 25, 'label': 'ARR'}]"
Quels sont les trajets en bus sans correspondance de LE MOULE à VALLAURIS ?,"['Quels', 'sont', 'les', 'trajets', 'en', 'bus', 'sans', 'correspondance', 'de', 'LE', 'MOULE', 'à', 'VALLAURIS', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 53, 'end': 61, 'label': 'DEP'}, {'start': 64, 'end': 73, 'label': 'ARR'}]"
Est-ce qu'il y a un vol qui va de CENON à LA ROCHELLE sans escale ?,"['Est', '-ce', ""qu'"", 'il', 'y', 'a', 'un', 'vol', 'qui', 'va', 'de', 'CENON', 'à', 'LA', 'ROCHELLE', 'sans', 'escale', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[{'start': 34, 'end': 39, 'label': 'DEP'}, {'start': 42, 'end': 53, 'label': 'ARR'}]"
Comment éviter les routes encombrées pour aller de SÈVRES à BREST ?,"['Comment', 'éviter', 'les', 'routes', 'encombrées', 'pour', 'aller', 'de', 'SÈVRES', 'à', 'BREST', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 51, 'end': 57, 'label': 'DEP'}, {'start': 60, 'end': 65, 'label': 'ARR'}]"
Peux-tu me montrer un chemin simple de BOUGUENAIS à MONTAUBAN en transport public ?,"['Peux', '-', 'tu', 'me', 'montrer', 'un', 'chemin', 'simple', 'de', 'BOUGUENAIS', 'à', 'MONTAUBAN', 'en', 'transport', 'public', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 39, 'end': 49, 'label': 'DEP'}, {'start': 52, 'end': 61, 'label': 'ARR'}]"
Quels trajets de covoiturage passent par SAINT-OUEN-L'AUMÔNE pour aller à ANGERS ?,"['Quels', 'trajets', 'de', 'covoiturage', 'passent', 'par', ""SAINT-OUEN-L'AUMÔNE"", 'pour', 'aller', 'à', 'ANGERS', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 3, 0]","[{'start': 41, 'end': 60, 'label': 'DEP'}, {'start': 74, 'end': 80, 'label': 'ARR'}]"
Y a-t-il une ligne ferroviaire directe entre AMIENS et CLAMART ?,"['Y', 'a', '-t', '-il', 'une', 'ligne', 'ferroviaire', 'directe', 'entre', 'AMIENS', 'et', 'CLAMART', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 45, 'end': 51, 'label': 'DEP'}, {'start': 55, 'end': 62, 'label': 'ARR'}]"
Combien de temps dure le trajet en voiture de COUËRON à BEAUNE sans arrêt ?,"['Combien', 'de', 'temps', 'dure', 'le', 'trajet', 'en', 'voiture', 'de', 'COUËRON', 'à', 'BEAUNE', 'sans', 'arrêt', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 46, 'end': 53, 'label': 'DEP'}, {'start': 56, 'end': 62, 'label': 'ARR'}]"
Comment se rendre à VILLENEUVE-LA-GARENNE depuis CHILLY-MAZARIN sans utiliser les grands axes ?,"['Comment', 'se', 'rendre', 'à', 'VILLENEUVE-LA-GARENNE', 'depuis', 'CHILLY', '-', 'MAZARIN', 'sans', 'utiliser', 'les', 'grands', 'axes', '?']","[0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 49, 'end': 63, 'label': 'DEP'}, {'start': 20, 'end': 41, 'label': 'ARR'}]"
Est-ce qu’un train express relie LAON et SÈVRES ?,"['Est', '-ce', 'qu’', 'un', 'train', 'express', 'relie', 'LAON', 'et', 'SÈVRES', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 33, 'end': 37, 'label': 'DEP'}, {'start': 41, 'end': 47, 'label': 'ARR'}]"
Combien coûte un billet de bus pour aller de MONTIGNY-LE-BRETONNEUX à AURILLAC directement ?,"['Combien', 'coûte', 'un', 'billet', 'de', 'bus', 'pour', 'aller', 'de', 'MONTIGNY-LE-BRETONNEUX', 'à', 'AURILLAC', 'directement', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0]","[{'start': 45, 'end': 67, 'label': 'DEP'}, {'start': 70, 'end': 78, 'label': 'ARR'}]"
Quel itinéraire éviter pour un trajet de SAINT-LAURENT-DU-VAR à CHEMILLÉ-EN-ANJOU en période de pointe ?,"['Quel', 'itinéraire', 'éviter', 'pour', 'un', 'trajet', 'de', 'SAINT-LAURENT-DU-VAR', 'à', 'CHEMILLÉ-EN-ANJOU', 'en', 'période', 'de', 'pointe', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 41, 'end': 61, 'label': 'DEP'}, {'start': 64, 'end': 81, 'label': 'ARR'}]"
Quels sont les trajets en navette disponibles entre BOURG-LA-REINE et ÉVRY-COURCOURONNES ?,"['Quels', 'sont', 'les', 'trajets', 'en', 'navette', 'disponibles', 'entre', 'BOURG-LA-REINE', 'et', 'ÉVRY', '-', 'COURCOURONNES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 52, 'end': 66, 'label': 'DEP'}, {'start': 70, 'end': 88, 'label': 'ARR'}]"
Peux-tu trouver une route sans péages entre CRÉTEIL et VALENCIENNES ?,"['Peux', '-', 'tu', 'trouver', 'une', 'route', 'sans', 'péages', 'entre', 'CRÉTEIL', 'et', 'VALENCIENNES', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 44, 'end': 51, 'label': 'DEP'}, {'start': 55, 'end': 67, 'label': 'ARR'}]"
Comment se rendre à BÈGLES en partant de DOLE en minimisant les correspondances ?,"['Comment', 'se', 'rendre', 'à', 'BÈGLES', 'en', 'partant', 'de', 'DOLE', 'en', 'minimisant', 'les', 'correspondances', '?']","[0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[{'start': 41, 'end': 45, 'label': 'DEP'}, {'start': 20, 'end': 26, 'label': 'ARR'}]"
Y a-t-il des trajets courts de WATTRELOS à VERNON en transports en commun ?,"['Y', 'a', '-t', '-il', 'des', 'trajets', 'courts', 'de', 'WATTRELOS', 'à', 'VERNON', 'en', 'transports', 'en', 'commun', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 31, 'end': 40, 'label': 'DEP'}, {'start': 43, 'end': 49, 'label': 'ARR'}]"
Quels sont les trajets de jour disponibles entre TASSIN-LA-DEMI-LUNE et ERMONT ?,"['Quels', 'sont', 'les', 'trajets', 'de', 'jour', 'disponibles', 'entre', 'TASSIN', '-', 'LA', '-', 'DEMI', '-', 'LUNE', 'et', 'ERMONT', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 49, 'end': 68, 'label': 'DEP'}, {'start': 72, 'end': 78, 'label': 'ARR'}]"
Peux-tu trouver un train sans escale entre SOISSONS et TORCY ?,"['Peux', '-', 'tu', 'trouver', 'un', 'train', 'sans', 'escale', 'entre', 'SOISSONS', 'et', 'TORCY', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 43, 'end': 51, 'label': 'DEP'}, {'start': 55, 'end': 60, 'label': 'ARR'}]"
Quels sont les itinéraires directs en métro de CORBEIL-ESSONNES à LA POSSESSION ?,"['Quels', 'sont', 'les', 'itinéraires', 'directs', 'en', 'métro', 'de', 'CORBEIL', '-', 'ESSONNES', 'à', 'LA', 'POSSESSION', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 47, 'end': 63, 'label': 'DEP'}, {'start': 66, 'end': 79, 'label': 'ARR'}]"
Comment aller de NANCY à VILLENAVE-D'ORNON avec un accès vélo sécurisé ?,"['Comment', 'aller', 'de', 'NANCY', 'à', 'VILLENAVE', '-', ""D'"", 'ORNON', 'avec', 'un', 'accès', 'vélo', 'sécurisé', '?']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 22, 'label': 'DEP'}, {'start': 25, 'end': 42, 'label': 'ARR'}]"
Est-ce que je peux aller de RODEZ à CAYENNE en covoiturage le matin ?,"['Est', '-ce', 'que', 'je', 'peux', 'aller', 'de', 'RODEZ', 'à', 'CAYENNE', 'en', 'covoiturage', 'le', 'matin', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 28, 'end': 33, 'label': 'DEP'}, {'start': 36, 'end': 43, 'label': 'ARR'}]"
Combien de correspondances sont nécessaires entre ATHIS-MONS et CHOISY-LE-ROI ?,"['Combien', 'de', 'correspondances', 'sont', 'nécessaires', 'entre', 'ATHIS', '-', 'MONS', 'et', 'CHOISY-LE-ROI', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0]","[{'start': 50, 'end': 60, 'label': 'DEP'}, {'start': 64, 'end': 77, 'label': 'ARR'}]"
Peux-tu vérifier les tarifs pour un trajet de CORBEIL-ESSONNES à LE CHESNAY-ROCQUENCOURT le week-end ?,"['Peux', '-', 'tu', 'vérifier', 'les', 'tarifs', 'pour', 'un', 'trajet', 'de', 'CORBEIL', '-', 'ESSONNES', 'à', 'LE', 'CHESNAY', '-', 'ROCQUENCOURT', 'le', 'week', '-', 'end', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 46, 'end': 62, 'label': 'DEP'}, {'start': 65, 'end': 88, 'label': 'ARR'}]"
Quels sont les trajets les plus rapides pour aller de AUCH à TORCY en voiture ?,"['Quels', 'sont', 'les', 'trajets', 'les', 'plus', 'rapides', 'pour', 'aller', 'de', 'AUCH', 'à', 'TORCY', 'en', 'voiture', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 54, 'end': 58, 'label': 'DEP'}, {'start': 61, 'end': 66, 'label': 'ARR'}]"
Y a-t-il des vols le dimanche entre AMIENS et ASNIÈRES-SUR-SEINE ?,"['Y', 'a', '-t', '-il', 'des', 'vols', 'le', 'dimanche', 'entre', 'AMIENS', 'et', 'ASNIÈRES-SUR-SEINE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 36, 'end': 42, 'label': 'DEP'}, {'start': 46, 'end': 64, 'label': 'ARR'}]"
Puis-je aller de ÉVREUX à LENS en train sans correspondance nocturne ?,"['Puis', '-je', 'aller', 'de', 'ÉVREUX', 'à', 'LENS', 'en', 'train', 'sans', 'correspondance', 'nocturne', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 23, 'label': 'DEP'}, {'start': 26, 'end': 30, 'label': 'ARR'}]"
Montre-moi un trajet court entre LAON et CAHORS pour éviter la fatigue.,"['Montre', '-moi', 'un', 'trajet', 'court', 'entre', 'LAON', 'et', 'CAHORS', 'pour', 'éviter', 'la', 'fatigue', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 37, 'label': 'DEP'}, {'start': 41, 'end': 47, 'label': 'ARR'}]"
Quels sont les horaires des trains sans correspondance entre BORDEAUX et CHOISY-LE-ROI ?,"['Quels', 'sont', 'les', 'horaires', 'des', 'trains', 'sans', 'correspondance', 'entre', 'BORDEAUX', 'et', 'CHOISY-LE-ROI', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 61, 'end': 69, 'label': 'DEP'}, {'start': 73, 'end': 86, 'label': 'ARR'}]"
Peux-tu m’aider à trouver un vol direct de DRANCY à LE CREUSOT en journée ?,"['Peux', '-', 'tu', 'm’', 'aider', 'à', 'trouver', 'un', 'vol', 'direct', 'de', 'DRANCY', 'à', 'LE', 'CREUSOT', 'en', 'journée', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[{'start': 43, 'end': 49, 'label': 'DEP'}, {'start': 52, 'end': 62, 'label': 'ARR'}]"
Comment puis-je aller de BÈGLES à MEYZIEU sans passer par des zones industrielles ?,"['Comment', 'puis', '-je', 'aller', 'de', 'BÈGLES', 'à', 'MEYZIEU', 'sans', 'passer', 'par', 'des', 'zones', 'industrielles', '?']","[0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[{'start': 25, 'end': 31, 'label': 'DEP'}, {'start': 34, 'end': 41, 'label': 'ARR'}]"
Quels trajets économiques sont disponibles entre ÉPINAY-SUR-SEINE et GAGNY le soir ?,"['Quels', 'trajets', 'économiques', 'sont', 'disponibles', 'entre', 'ÉPINAY-SUR-SEINE', 'et', 'GAGNY', 'le', 'soir', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 49, 'end': 65, 'label': 'DEP'}, {'start': 69, 'end': 74, 'label': 'ARR'}]"
Puis-je rejoindre PETIT-BOURG de ROISSY-EN-BRIE en utilisant un moyen de transport éco-responsable ?,"['Puis', '-je', 'rejoindre', 'PETIT-BOURG', 'de', 'ROISSY-EN-BRIE', 'en', 'utilisant', 'un', 'moyen', 'de', 'transport', 'éco-responsable', '?']","[0, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 47, 'label': 'DEP'}, {'start': 18, 'end': 29, 'label': 'ARR'}]"
Comment aller de QUIMPER à BÉTHUNE avec des arrêts touristiques ?,"['Comment', 'aller', 'de', 'QUIMPER', 'à', 'BÉTHUNE', 'avec', 'des', 'arrêts', 'touristiques', '?']","[0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 24, 'label': 'DEP'}, {'start': 27, 'end': 34, 'label': 'ARR'}]"
Combien de correspondances pour un trajet en train de VILLENEUVE-SAINT-GEORGES à LIBOURNE ?,"['Combien', 'de', 'correspondances', 'pour', 'un', 'trajet', 'en', 'train', 'de', 'VILLENEUVE-SAINT-GEORGES', 'à', 'LIBOURNE', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 54, 'end': 78, 'label': 'DEP'}, {'start': 81, 'end': 89, 'label': 'ARR'}]"
Peux-tu m'indiquer les lignes de métro entre MOULINS et MONTFERMEIL sans changement ?,"['Peux', '-', 'tu', ""m'"", 'indiquer', 'les', 'lignes', 'de', 'métro', 'entre', 'MOULINS', 'et', 'MONTFERMEIL', 'sans', 'changement', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 45, 'end': 52, 'label': 'DEP'}, {'start': 56, 'end': 67, 'label': 'ARR'}]"
Quel est le trajet de nuit le plus rapide entre MÂCON et LES MUREAUX ?,"['Quel', 'est', 'le', 'trajet', 'de', 'nuit', 'le', 'plus', 'rapide', 'entre', 'MÂCON', 'et', 'LES', 'MUREAUX', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[{'start': 48, 'end': 53, 'label': 'DEP'}, {'start': 57, 'end': 68, 'label': 'ARR'}]"
Y a-t-il des trains directs pour aller de MILLAU à VILLIERS-SUR-MARNE en semaine ?,"['Y', 'a', '-t', '-il', 'des', 'trains', 'directs', 'pour', 'aller', 'de', 'MILLAU', 'à', 'VILLIERS-SUR-MARNE', 'en', 'semaine', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 42, 'end': 48, 'label': 'DEP'}, {'start': 51, 'end': 69, 'label': 'ARR'}]"
Quel est le coût d'un trajet de CHELLES à GONESSE en transport public ?,"['Quel', 'est', 'le', 'coût', ""d'"", 'un', 'trajet', 'de', 'CHELLES', 'à', 'GONESSE', 'en', 'transport', 'public', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 32, 'end': 39, 'label': 'DEP'}, {'start': 42, 'end': 49, 'label': 'ARR'}]"
Quels sont les trajets disponibles de MARSEILLE à RILLIEUX-LA-PAPE sans changements fréquents ?,"['Quels', 'sont', 'les', 'trajets', 'disponibles', 'de', 'MARSEILLE', 'à', 'RILLIEUX-LA-PAPE', 'sans', 'changements', 'fréquents', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0]","[{'start': 38, 'end': 47, 'label': 'DEP'}, {'start': 50, 'end': 66, 'label': 'ARR'}]"
Montre-moi les lignes de bus qui relient directement VILLENEUVE-LA-GARENNE à FONTENAY-AUX-ROSES.,"['Montre', '-moi', 'les', 'lignes', 'de', 'bus', 'qui', 'relient', 'directement', 'VILLENEUVE-LA-GARENNE', 'à', 'FONTENAY-AUX-ROSES', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 53, 'end': 74, 'label': 'DEP'}, {'start': 77, 'end': 95, 'label': 'ARR'}]"
Y a-t-il des itinéraires en bus express de ALENÇON vers NANCY ?,"['Y', 'a', '-t', '-il', 'des', 'itinéraires', 'en', 'bus', 'express', 'de', 'ALENÇON', 'vers', 'NANCY', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 43, 'end': 50, 'label': 'DEP'}, {'start': 56, 'end': 61, 'label': 'ARR'}]"
Comment aller de MITRY-MORY à COUDEKERQUE-BRANCHE en utilisant les transports les moins polluants ?,"['Comment', 'aller', 'de', 'MITRY', '-', 'MORY', 'à', 'COUDEKERQUE', '-', 'BRANCHE', 'en', 'utilisant', 'les', 'transports', 'les', 'moins', 'polluants', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 17, 'end': 27, 'label': 'DEP'}, {'start': 30, 'end': 49, 'label': 'ARR'}]"
Quels sont les trajets directs en bus entre SAINT-PAUL et ÉPINAY-SUR-SEINE pendant les heures creuses ?,"['Quels', 'sont', 'les', 'trajets', 'directs', 'en', 'bus', 'entre', 'SAINT-PAUL', 'et', 'ÉPINAY-SUR-SEINE', 'pendant', 'les', 'heures', 'creuses', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 44, 'end': 54, 'label': 'DEP'}, {'start': 58, 'end': 74, 'label': 'ARR'}]"
Quels trajets sont disponibles en transport collectif de CALAIS à PAU ?,"['Quels', 'trajets', 'sont', 'disponibles', 'en', 'transport', 'collectif', 'de', 'CALAIS', 'à', 'PAU', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 57, 'end': 63, 'label': 'DEP'}, {'start': 66, 'end': 69, 'label': 'ARR'}]"
Comment rejoindre BOURGES depuis CASTRES avec le moins d’étapes ?,"['Comment', 'rejoindre', 'BOURGES', 'depuis', 'CASTRES', 'avec', 'le', 'moins', 'd’', 'étapes', '?']","[0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0]","[{'start': 33, 'end': 40, 'label': 'DEP'}, {'start': 18, 'end': 25, 'label': 'ARR'}]"
Quels moyens de transport sont disponibles entre CAEN et MULHOUSE la nuit ?,"['Quels', 'moyens', 'de', 'transport', 'sont', 'disponibles', 'entre', 'CAEN', 'et', 'MULHOUSE', 'la', 'nuit', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0]","[{'start': 49, 'end': 53, 'label': 'DEP'}, {'start': 57, 'end': 65, 'label': 'ARR'}]"
Comment se rendre de HAGUENAU à MONTFERMEIL en évitant les routes encombrées ?,"['Comment', 'se', 'rendre', 'de', 'HAGUENAU', 'à', 'MONTFERMEIL', 'en', 'évitant', 'les', 'routes', 'encombrées', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0]","[{'start': 21, 'end': 29, 'label': 'DEP'}, {'start': 32, 'end': 43, 'label': 'ARR'}]"
Est-il possible de voyager de LEVALLOIS-PERRET à AIX-LES-BAINS sans payer de supplément pour le confort ?,"['Est-il', 'possible', 'de', 'voyager', 'de', 'LEVALLOIS', '-', 'PERRET', 'à', 'AIX-LES-BAINS', 'sans', 'payer', 'de', 'supplément', 'pour', 'le', 'confort', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[{'start': 30, 'end': 46, 'label': 'DEP'}, {'start': 49, 'end': 62, 'label': 'ARR'}]"
Quels sont les trajets en transport en commun entre PETIT-BOURG et BLAGNAC le week-end ?,"['Quels', 'sont', 'les', 'trajets', 'en', 'transport', 'en', 'commun', 'entre', 'PETIT-BOURG', 'et', 'BLAGNAC', 'le', 'week', '-', 'end', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 52, 'end': 63, 'label': 'DEP'}, {'start': 67, 'end': 74, 'label': 'ARR'}]"
Puis-je prendre un vol entre FORT-DE-FRANCE et BOIS-COLOMBES avec une connexion rapide ?,"['Puis', '-je', 'prendre', 'un', 'vol', 'entre', 'FORT-DE-FRANCE', 'et', 'BOIS-COLOMBES', 'avec', 'une', 'connexion', 'rapide', '?']","[0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 29, 'end': 43, 'label': 'DEP'}, {'start': 47, 'end': 60, 'label': 'ARR'}]"
Montre-moi les options de covoiturage pour aller de LIVRY-GARGAN à ARLES à petit prix.,"['Montre', '-moi', 'les', 'options', 'de', 'covoiturage', 'pour', 'aller', 'de', 'LIVRY', '-', 'GARGAN', 'à', 'ARLES', 'à', 'petit', 'prix', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0]","[{'start': 52, 'end': 64, 'label': 'DEP'}, {'start': 67, 'end': 72, 'label': 'ARR'}]"
Peux-tu me guider sur un trajet de DEUIL-LA-BARRE à REIMS avec peu de marche ?,"['Peux', '-', 'tu', 'me', 'guider', 'sur', 'un', 'trajet', 'de', 'DEUIL-LA-BARRE', 'à', 'REIMS', 'avec', 'peu', 'de', 'marche', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 35, 'end': 49, 'label': 'DEP'}, {'start': 52, 'end': 57, 'label': 'ARR'}]"
Quels trajets directs relient BOBIGNY et CAMBRAI en train durant les heures creuses ?,"['Quels', 'trajets', 'directs', 'relient', 'BOBIGNY', 'et', 'CAMBRAI', 'en', 'train', 'durant', 'les', 'heures', 'creuses', '?']","[0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0]","[{'start': 30, 'end': 37, 'label': 'DEP'}, {'start': 41, 'end': 48, 'label': 'ARR'}]"
Est-il possible de rejoindre DEUIL-LA-BARRE depuis SÈVREMOINE sans correspondance ?,"['Est-il', 'possible', 'de', 'rejoindre', 'DEUIL-LA-BARRE', 'depuis', 'SÈVREMOINE', 'sans', 'correspondance', '?']","[0, 0, 0, 0, 3, 0, 1, 0, 0, 0]","[{'start': 51, 'end': 61, 'label': 'DEP'}, {'start': 29, 'end': 43, 'label': 'ARR'}]"
Comment éviter les zones d'embouteillage pour aller de QUIMPER à PLAISIR ?,"['Comment', 'éviter', 'les', 'zones', ""d'"", 'embouteillage', 'pour', 'aller', 'de', 'QUIMPER', 'à', 'PLAISIR', '?']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0]","[{'start': 55, 'end': 62, 'label': 'DEP'}, {'start': 65, 'end': 72, 'label': 'ARR'}]"
Quels sont les meilleurs trajets directs entre GIVORS et GRADIGNAN pour éviter la foule ?,"['Quels', 'sont', 'les', 'meilleurs', 'trajets', 'directs', 'entre', 'GIVORS', 'et', 'GRADIGNAN', 'pour', 'éviter', 'la', 'foule', '?']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 0, 0, 0, 0, 0]","[{'start': 47, 'end': 53, 'label': 'DEP'}, {'start': 57, 'end': 66, 'label': 'ARR'}]"
